Country Name,Country Code,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bahrain,BHR,2.20624398588688,2.34434512242518,2.47014786078587,2.56811345079502,2.63477879397656,2.53206606994556,2.42821919455822,2.32976066105185,2.24553978802171,2.18236004605479,2.2489014438167,2.31070990238699,2.35784487420973,2.38562692077448,2.40075785395345,2.44268714595293,2.47507694169576,2.48378686654717,2.47336777992305,2.4531643322184,2.38923653671089,2.34143965960503,2.30548549648906,2.27307783149604,2.24030662509953,2.17859013499329,2.12893092992792,2.09305058758829,2.07463487573793,2.0797672581919,2.14286105475801,2.20186408029884,2.25341209464741,2.29485620193477,2.32423200478769,2.34248754376515,2.37230234606539,2.42633387832394,2.51880972865733,2.65119080851564
"Bahamas, The",BHS,4.16716977977578,4.1760527558769,4.16511169163512,4.15530416704723,4.15426851622914,4.15535296652539,4.17559018543106,4.20366052268934,4.23782340813481,4.26932789015818,4.34316189542083,4.4104214202211,4.47745776905511,4.54964001653096,4.63766667618422,4.76727070406862,4.90746734039073,5.05924011603699,5.21930749297767,5.38431342287058,5.49636835878897,5.59611259182214,5.67497740547825,5.73231230440209,5.78096958988361,5.85017203722892,5.91601978724855,5.98200075069614,6.04827175890436,6.11367491026703,6.21339459032533,6.31765974300299,6.43246025672102,6.55635089158278,6.69203593742484,6.87508268727013,7.06054930518264,7.25760235662035,7.48327265444873,7.74811567372929
Bosnia and Herzegovina,BIH,5.75184530574633,5.66306033618706,5.55940764710457,5.4831577512592,5.45864866052492,5.5726921851784,5.73833931723473,5.95989188064827,6.24097125353607,6.5848789146805,7.0480090833377,7.55782917729179,8.10429285865411,8.66589407304515,9.21923192436766,9.59726917125457,9.93254944366674,10.249262452746,10.5894072534951,10.9753847859978,11.5052221907426,12.1012548056372,12.6972895717448,13.1879228328827,13.5163150331272,13.7596987749587,13.8354134409982,13.8238555501188,13.8432971853387,13.9596251165843,14.0140528655418,14.1176408582369,14.2328839278204,14.3446277467222,14.4805694122024,15.07843742931,15.7497557082224,16.4703174710621,17.2011511663132,17.9157704219587
Belarus,BLR,10.6568772828742,10.4651984874087,10.235954919326,10.0543349250446,9.96812298912901,9.98870466512583,10.0739103297929,10.2190401530134,10.4187127525125,10.6717732225779,11.0121479643772,11.399290194709,11.7961916017431,12.1491160078395,12.428842241135,12.7389221126481,12.9499048593751,13.1048315308736,13.269639376017,13.4789566709942,13.799069062614,14.1519176788078,14.4784789293782,14.6858973732389,14.7248383407473,14.7198720421382,14.5714235988235,14.3406727385536,14.1197237148304,13.9641491059887,13.95593564531,14.0034040398656,14.0930031773737,14.2029753804576,14.3228140109835,14.4157470274919,14.5751252006432,14.8451481743098,15.2008413514816,15.5801955335848
Belize,BLZ,4.46105471450063,4.40858085808581,4.33507463644415,4.25951218295322,4.18260864292601,4.14700886959804,4.11943552088114,4.11053019639386,4.11186630983981,4.13005459819144,4.19247833912352,4.27121714250427,4.36388661181447,4.45458151527172,4.52641293371279,4.39428261195147,4.25399404278365,4.12171435520578,4.00605888161749,3.90756727250672,3.82964208842521,3.75031443185023,3.66595527512295,3.5768017822527,3.47639182522904,3.56813087608855,3.6685895828108,3.78133321165623,3.91667063927158,4.07890493202342,4.12824728906815,4.18550295857988,4.24974328565437,4.32695845101113,4.41688623650373,4.51058631921824,4.61586772724733,4.73645877657144,4.86738926048986,5.00845010914724
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,4.15697751977499,4.21412902055176,4.27099468885739,4.33035470207658,4.39349069336156,4.4401367541959,4.48462795314668,4.53084899317844,4.58355496074684,4.6449721639624,4.70013847343767,4.76057545678488,4.82208714796557,4.8787745957334,4.92801552489538,4.9986200499353,5.06440475023616,5.12654381177856,5.18620052207406,5.24470365861655,5.31120651124357,5.37600365282848,5.44395503930406,5.52059595288983,5.60924865358666,5.69703662817071,5.7933936702426,5.8968750970791,6.00514062982276,6.11716668706754,6.24274818039913,6.36815024866839,6.49459794503649,6.62352658665745,6.75613837694221,6.90062395903339,7.04587882180194,7.19194739218447,7.33863164569056,7.48720489751539
Brazil,BRA,3.86373259334338,3.89141787296865,3.91579702245101,3.94111677062519,3.97087453856644,4.02294386331854,4.07624579355695,4.1323770698708,4.19367875677695,4.26175882114979,4.3665927144933,4.47277890005781,4.57666572958752,4.67307349891725,4.76007279994798,4.86090402819948,4.95174004946144,5.04053385084982,5.13769270800161,5.24919683776575,5.38706578646497,5.53962815126331,5.69961551900391,5.85634317956442,6.00548002941839,6.1652000892227,6.31728607501325,6.47038513628381,6.63596406615359,6.82080939327503,7.03089720950968,7.25282598164974,7.48907240015903,7.74188919449744,8.01304360016565,8.30168730572689,8.60549199443827,8.92283783244003,9.25160803606065,9.59227461561959
Barbados,BRB,10.6704356133882,10.6709644917782,10.6253041744509,10.5558969381245,10.4677616355073,10.4376776983902,10.397296323139,10.3534290689907,10.3140134714587,10.2845142103811,10.4159905309177,10.5642750089392,10.7191311004495,10.8689168834209,11.0127653174409,11.2031874300222,11.3957798103562,11.6037217453293,11.8287601081157,12.0752076312543,12.1611009174312,12.2380908841547,12.3111300664531,12.3795789076009,12.4502846306677,12.5585183636842,12.6709723717259,12.8117565530495,12.9983920541864,13.2509366216403,13.4649294843933,13.7186685982778,14.0121563440921,14.337525366364,14.6857607491834,15.041848031463,15.4109254031695,15.8026939621338,16.2309903318526,16.7022183558069
Brunei Darussalam,BRN,2.82070382609826,2.81561643170844,2.80371187687433,2.79042053397502,2.78682462385664,2.76898425827685,2.74621889772397,2.71640398684146,2.67241447875987,2.61130716099582,2.60283235040006,2.59408818074277,2.59051906234357,2.5986858015436,2.62188924116669,2.56514631247907,2.51155604280063,2.4656581355125,2.41807424665093,2.36819593894917,2.49122146608869,2.60653667145354,2.71615910872845,2.8277870980127,2.95305028018646,3.07862249266062,3.19123118157695,3.2815790375335,3.34639208556261,3.38971712046438,3.48423116782833,3.5923296130971,3.71815509085829,3.87608628275931,4.07392500006025,4.30061934254407,4.56778169636231,4.87314756750582,5.20881175208004,5.5700959360335
Bhutan,BTN,2.51177318941621,2.5449136697021,2.57490530259969,2.60146718762459,2.62500376939082,2.6708196502135,2.71144540290343,2.74914628880951,2.78735835795771,2.82910452822511,2.95100181059121,3.07829887225078,3.21181533470022,3.34801662727934,3.48584041001085,3.57400755358149,3.66116920333002,3.7469634659102,3.8315847034251,3.91610450390088,4.01414750513551,4.10945784051765,4.20474038726489,4.30359337210303,4.40608626890013,4.55575668152295,4.70568948194851,4.85473032832896,4.99997788664103,5.14075066046392,5.27348989900447,5.40393767790177,5.52871787867993,5.64212751458512,5.74314855827091,5.84261335563072,5.9249184844205,6.00301171280561,6.09297437268377,6.20470497973064
Botswana,BWA,3.32058623743562,3.24476178112424,3.16936544426932,3.10973310103651,3.07073230476953,3.06901434186992,3.101118186242,3.15690707268844,3.22069227085282,3.28516051217169,3.30138533478296,3.30173942506127,3.29223577845916,3.27727101883535,3.25529855551487,3.24829039096715,3.24144310823312,3.24078069632142,3.24636208721054,3.25442058644195,3.23948842702896,3.2106448157443,3.17804794516599,3.15412905041951,3.14527774782416,3.17472335215054,3.21526623615872,3.25823393656112,3.29332305433637,3.31683529556818,3.42318633047584,3.52096240554317,3.6169340058995,3.72078570614636,3.83658160734393,3.95707817903105,4.08683585176048,4.22387434629301,4.36589534127101,4.51219517380945
Central African Republic,CAF,4.35082903426098,4.29206455781681,4.22498367116954,4.15621966266701,4.09005066146271,4.07604856643856,4.0563464357498,4.02992160648975,3.99601709415406,3.95384813808505,3.93002071558574,3.89779659344507,3.8576904806692,3.80983823043909,3.7549152003813,3.73513594719598,3.70026140507883,3.65318061442812,3.59610726658186,3.53095941767271,3.50524903426045,3.46797898440031,3.41908815899078,3.35843934467628,3.28636567813545,3.25803185910678,3.21802473076529,3.16598203851484,3.10114405924901,3.02445900945753,3.00848429051764,2.9786205802161,2.93740208959465,2.88787961941456,2.83100795206947,2.83307395002651,2.83160027702211,2.82577370666008,2.81479015043671,2.79812670052199
Canada,CAN,9.59581228714724,9.74756850288455,9.89721841852805,10.0639012541775,10.2568867278492,10.4371928006898,10.6353928039583,10.8448572854152,11.0529986899686,11.2525184432888,11.4165466364467,11.5608160298414,11.6926574841564,11.8217090390009,11.9548272824802,12.0762580608061,12.2024624658509,12.330217836723,12.4517519420418,12.5649760564329,12.672758254166,12.7675040780816,12.8627471604464,12.975684111647,13.1175521289763,13.2686809629914,13.4366453478164,13.631937571582,13.8679313187456,14.1536509017159,14.4512175296451,14.8038988569679,15.2018464818976,15.6233662776347,16.0536348121597,16.4550097979977,16.8424915594931,17.2320066788651,17.6478968899213,18.1043615051754
Central Europe and the Baltics,CEB,11.0889782795151,10.8308690562354,10.534294829488,10.2990059852923,10.1811120411965,10.2691244974928,10.439089175511,10.6592551448726,10.8797983322106,11.0782073389488,11.3479068766944,11.6036640720568,11.8460363665883,12.0751051761923,12.2883327875011,12.5736713335431,12.830363115661,13.0609780432715,13.2704679128094,13.4657103545865,13.728899723534,13.9755982007085,14.1997894372864,14.3815270364787,14.513589999686,14.663104626256,14.7593779735676,14.8349560369601,14.9409852383054,15.1100580776414,15.3891634998439,15.7287858657648,16.1172585970633,16.5317825560489,16.9583038615612,17.4639603887202,17.9647348261546,18.4604770765906,18.9529357847638,19.4400467418344
Switzerland,CHE,13.9406362051645,13.9626782573316,13.9517001232549,13.9563211152237,14.0052155071678,14.0987146078414,14.229555292702,14.3747753111297,14.5000356202547,14.5870623015518,14.6612623511124,14.6945946256286,14.6973961450479,14.6892337803374,14.6840242492303,14.8016498359698,14.9234180678582,15.0462014419531,15.1618960827556,15.2680779774127,15.3680182204932,15.4553425672925,15.5431370409745,15.6491829239635,15.7835662889126,15.9539380618663,16.1490633784186,16.3701207204,16.6176555614295,16.8913676135836,17.0997517134202,17.3301938108984,17.5721104695372,17.8004465511951,17.9973302879733,18.2289036991655,18.4308671298436,18.6232165647717,18.8379960576695,19.0975411751085
Channel Islands,CHI,15.0369819044518,15.0185799244493,14.969995958795,14.9034323422376,14.8406672246801,14.8200726068215,14.7848086456764,14.7419436507649,14.6754744828871,14.5964697769974,14.6168364353524,14.6148754277988,14.5932661587614,14.5468035810532,14.4782693540743,14.4996016212284,14.4992536440742,14.490982812052,14.4942563789773,14.5227461045654,14.6736688196275,14.7978555576352,14.8705919982941,14.9114891584172,14.9784411714289,15.144306180069,15.2726402648801,15.3330818944852,15.3447382063245,15.3811962387469,15.6194486888036,15.880930048872,16.1244617819159,16.3180987202925,16.4712640203162,16.7190860456618,16.998191681736,17.2974621552033,17.6014025391997,17.9158302801631
Chile,CHL,4.99325937613268,5.07717573813357,5.1602205583492,5.2447749590479,5.33291518577271,5.43931887830961,5.54183510080421,5.65006614409356,5.77727989139549,5.92977292085809,6.09760850811448,6.2857097458793,6.48286901547135,6.67328328982645,6.84960140787071,7.02465900295941,7.18949129662618,7.34691291399039,7.49986809824043,7.65083426251501,7.81019705128469,7.96138381752223,8.11150301596527,8.26773273582575,8.43398956207674,8.6002791646876,8.77376824653309,8.95718751769335,9.15242198563962,9.36204911157404,9.56709739174272,9.78517842201653,10.0233121723709,10.291577338514,10.596397098994,10.8783711500226,11.1918942478844,11.5298016568816,11.8815401277688,12.2426574192226
China,CHN,4.82530593718395,4.96610402321453,5.0962377369342,5.21186529702616,5.30993853889561,5.39127738307525,5.45165304477948,5.50144116778134,5.55704147672482,5.63016222111345,5.69359146935571,5.78734236108601,5.90046091864049,6.01543203648852,6.12430432541758,6.2930660587341,6.43058593120182,6.55103209568906,6.67535535788477,6.81185276737254,6.93978841306684,7.08220921364119,7.23088659625051,7.36672167294851,7.48247072133937,7.60561000768848,7.7128416351323,7.81572385093753,7.93223631774819,8.07445323617687,8.25915394105518,8.45330832999088,8.67898137698078,8.96639740486212,9.3318301715167,9.80263113886186,10.3451204570585,10.9208835350654,11.4721930236832,11.9682712029347
Cote d'Ivoire,CIV,2.60027442039503,2.59628392003687,2.59482548310097,2.59566865303821,2.59928317609372,2.61191093946114,2.62276043975273,2.63369659229754,2.6465668311157,2.66259350096441,2.67993927072616,2.69593076905606,2.71188729232696,2.72873814753419,2.74734182164462,2.77029990943822,2.78840391858572,2.80297899587502,2.81537467504436,2.82662646247253,2.85199227723259,2.8695927856473,2.87964335573345,2.88234702952518,2.87797868142954,2.89223369488832,2.89958337065052,2.8981255274968,2.88460920097948,2.85840076559871,2.86007355201747,2.84869654453286,2.83052353946376,2.81311325255156,2.80009470362772,2.82034616207037,2.84055591679499,2.85894301500285,2.87311934294126,2.88256919311703
Cameroon,CMR,3.6496903032952,3.62626456121733,3.59639629655557,3.56215068476726,3.52512003507962,3.50684143493134,3.4841652235044,3.45786372744984,3.42871396313606,3.39787784267826,3.38226212218378,3.36121471748588,3.33613182121705,3.30826490304878,3.2787234812266,3.26529315079946,3.24540175785072,3.22031697320957,3.19050497757102,3.15627649833746,3.14314664343009,3.12137439216335,3.09173962173971,3.05489983905509,3.01168810736345,2.98849178272175,2.95888764515131,2.92404179244578,2.88519624562385,2.84361214736112,2.82660495921151,2.80519230272468,2.7808163446118,2.75512775588166,2.72934138562838,2.73159303235974,2.73139707758745,2.72887735524057,2.72364990775371,2.7161558092875
